1,1557060297.2822971,100.0,101.0,102.0,103.0,104.0,105.0,106.0,107.0,108.0,109.0,110.0,111.0,112.0,113.0,114.0,115.0,116.0,117.0,118.0,119.0,120.0,121.0,122.0,123.0,124.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025500694679374384,-0.03412835477931331,0
1,0.152055025100708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025513778668435117,-0.03409347654244124,0
1,0.3074312210083008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02553994664655659,-0.03409347654244124,0
1,0.4598655700683594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025487610690313647,-0.03409347654244124,0
1,0.5959630012512207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025500694679374384,-0.03402372006869712,0
1,0.7414345741271973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025500694679374384,-0.034006280950261085,0
1,0.8895437717437744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017004779768293597,-0.025500694679374384,-0.034058598305569183,0
1,1.0413711071014404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017013504642469222,-0.025526862657495857,-0.034058598305569183,0
1,1.190870761871338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01699605489411797,-0.025500694679374384,-0.03409347654244124,0
1,1.3394618034362793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01699605489411797,-0.02553994664655659,-0.034058598305569183,0
1,1.5945615768432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01699605489411797,-0.025487610690313647,-0.034041159187133144,-0.04281525862478708
1,1.742896556854248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016978605145766722,-0.025461442712192174,-0.03402372006869712,-0.041943701197310494
1,1.8944182395935059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016987330019942348,-0.02544835872313144,-0.034006280950261085,-0.04209622374711889
1,2.0495779514312744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01699605489411797,-0.02544835872313144,-0.034041159187133144,-0.042009068004371236
1,2.201266288757324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016969880271591097,-0.02544835872313144,-0.034006280950261085,-0.04209622374711889
1,2.350555419921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016969880271591097,-0.02547452670125291,-0.034041159187133144,-0.04209622374711889
1,2.4961161613464355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016987330019942348,-0.025487610690313647,-0.034006280950261085,-0.042052645875745066
1,2.6543192863464355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017004779768293597,-0.025500694679374384,-0.03402372006869712,-0.042532002460857185
1,2.9059600830078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01699605489411797,-0.025487610690313647,-0.034041159187133144,0
1,3.0597763061523438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008490595731738429,-0.016987330019942348,-0.02547452670125291,-0.034058598305569183,0
1,3.208569049835205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008481869528519786,-0.01699605489411797,-0.025487610690313647,-0.034058598305569183,0
1,3.3597464561462402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008503685036566391,-0.01699605489411797,-0.025487610690313647,-0.034058598305569183,0
1,3.514547109603882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008486232630129108,-0.017013504642469222,-0.025487610690313647,-0.03398884183182505,0
1,3.6614439487457275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008865822470140025,1e-06,-0.008481869528519786,-0.01699605489411797,-0.025500694679374384,-0.03402372006869712,0
1,3.8139803409576416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008892001079795951,1e-06,-0.008481869528519786,-0.016987330019942348,-0.025513778668435117,-0.034058598305569183,0
1,4.064051628112793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008486232630129108,-0.01699605489411797,-0.025500694679374384,-0.034041159187133144,0
1,4.219340085983276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008486232630129108,-0.01699605489411797,-0.025487610690313647,-0.034006280950261085,0
1,4.368534564971924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008486232630129108,-0.01699605489411797,-0.025500694679374384,-0.034058598305569183,0
1,4.5195677280426025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.008494958833347749,-0.016987330019942348,-0.02547452670125291,-0.034041159187133144,0
1,4.6685309410095215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,-0.00849932193495707,-0.01699605489411797,-0.02547452670125291,-0.03407603742400521,0
